TeamId,TeamName,SubmissionDate,Score
441364,"Doron Rippel","2017-03-22 05:45:07",0.11417
441364,"Doron Rippel","2017-03-22 06:00:34",0.11409
441364,"Doron Rippel","2017-03-22 06:08:17",0.11404
441364,"Doron Rippel","2017-03-22 06:12:09",0.11401
441364,"Doron Rippel","2017-03-22 06:15:42",0.11394
441364,"Doron Rippel","2017-03-22 06:19:16",0.11391
441364,"Doron Rippel","2017-03-22 06:22:55",0.11388
441364,"Doron Rippel","2017-03-23 05:33:46",0.11387
441364,"Doron Rippel","2017-03-23 05:38:44",0.11386
441364,"Doron Rippel","2017-03-23 06:01:50",0.11386
612073,LTK,"2017-03-23 21:03:36",0.42882
441364,"Doron Rippel","2017-03-24 13:34:28",0.11385
441364,"Doron Rippel","2017-03-25 13:32:22",0.11375
441364,"Doron Rippel","2017-03-25 13:43:15",0.11375
441364,"Doron Rippel","2017-03-25 18:18:48",0.11374
441364,"Doron Rippel","2017-03-26 05:08:34",0.11373
612073,LTK,"2017-03-26 22:44:57",0.22285
612073,LTK,"2017-03-27 00:44:59",0.21305
441364,"Doron Rippel","2017-03-28 06:19:05",0.11373
570043,FaizanRasheed,"2017-03-28 09:40:07",0.24675
575556,"Alain Chau","2017-03-29 14:45:59",0.26315
575556,"Alain Chau","2017-03-29 15:29:36",0.25665
441364,"Doron Rippel","2017-03-30 11:06:35",0.11359
566393,"Albert Y. Kim","2017-04-01 19:04:24",0.20108
575556,"Alain Chau","2017-04-01 20:15:39",0.18225
586807,DanieleBroccolo,"2017-04-02 22:20:07",0.39733
586807,DanieleBroccolo,"2017-04-03 21:36:29",0.30846
586807,DanieleBroccolo,"2017-04-03 22:44:29",0.20047
612073,LTK,"2017-04-06 15:43:29",0.20698
612073,LTK,"2017-04-06 15:48:49",0.19623
612073,LTK,"2017-04-06 15:49:24",0.19555
595847,ShedrickBridgeforth,"2017-04-06 21:46:21",0.25138
595847,ShedrickBridgeforth,"2017-04-06 22:53:34",0.24320
595847,ShedrickBridgeforth,"2017-04-06 22:59:44",0.16329
595847,ShedrickBridgeforth,"2017-04-06 23:04:23",0.15666
595847,ShedrickBridgeforth,"2017-04-06 23:12:46",0.15353
595847,ShedrickBridgeforth,"2017-04-07 12:05:46",0.15076
595847,ShedrickBridgeforth,"2017-04-07 17:35:51",0.14864
595847,ShedrickBridgeforth,"2017-04-07 17:39:00",0.13870
595847,ShedrickBridgeforth,"2017-04-07 17:41:30",0.13588
595847,ShedrickBridgeforth,"2017-04-07 17:50:02",0.12782
595847,ShedrickBridgeforth,"2017-04-08 13:23:58",0.12554
572239,"Taras Petrytsyn","2017-04-09 18:03:27",0.14409
375328,"Praveen Singh","2017-04-10 03:47:54",0.14755
607684,G.H.,"2017-04-14 22:14:42",1.47433
607684,G.H.,"2017-04-14 22:27:27",0.14712
607684,G.H.,"2017-04-14 23:13:10",0.13039
612746,PierceChen,"2017-04-15 13:47:11",0.24654
415767,TheJuniorLebowski,"2017-04-15 14:03:52",0.14557
612746,PierceChen,"2017-04-15 16:36:29",0.18450
612746,PierceChen,"2017-04-15 17:50:20",0.17662
612073,LTK,"2017-04-16 03:59:53",0.16583
612073,LTK,"2017-04-16 04:29:15",0.15483
612073,LTK,"2017-04-16 04:39:50",0.14902
612073,LTK,"2017-04-16 04:40:30",0.12635
607684,G.H.,"2017-04-16 10:44:02",0.12543
607684,G.H.,"2017-04-16 10:59:41",0.12447
607684,G.H.,"2017-04-17 10:04:00",0.12170
607684,G.H.,"2017-04-17 10:06:38",0.12044
607684,G.H.,"2017-04-17 10:08:25",0.12029
607684,G.H.,"2017-04-17 10:10:09",0.11987
612746,PierceChen,"2017-04-17 16:46:09",0.14684
366180,Roman,"2017-04-18 10:19:01",0.12584
612073,LTK,"2017-04-20 03:41:33",0.11722
622253,SeanBurton,"2017-04-20 09:03:36",0.16727
622253,SeanBurton,"2017-04-20 09:12:16",0.16726
615439,"prabhakaran Arivalagan","2017-04-22 03:22:22",0.40890
612073,LTK,"2017-04-25 00:54:10",0.11435
481318,CSE371,"2017-04-25 20:53:39",0.11384
570043,FaizanRasheed,"2017-04-27 13:06:47",0.11448
612073,LTK,"2017-04-29 02:40:39",0.11421
612073,LTK,"2017-04-29 02:54:39",0.11416
625615,jlhf80,"2017-05-01 03:01:16",0.14619
625615,jlhf80,"2017-05-02 02:53:04",0.13516
497220,"Petar Z","2017-05-05 01:56:42",0.89999
497220,"Petar Z","2017-05-05 02:40:51",0.84797
497220,"Petar Z","2017-05-05 03:12:30",0.22801
497220,"Petar Z","2017-05-05 03:18:37",0.21241
497220,"Petar Z","2017-05-05 04:27:10",0.17777
527049,AndyPickering,"2017-05-05 20:49:04",0.60201
497220,"Petar Z","2017-05-07 19:31:25",0.13127
497220,"Petar Z","2017-05-11 09:54:46",0.13057
612073,LTK,"2017-05-11 20:53:28",0.11416
612073,LTK,"2017-05-13 18:38:06",0.11413
612073,LTK,"2017-05-14 03:11:22",0.11401
612073,LTK,"2017-05-14 03:38:01",0.11392
375328,"Praveen Singh","2017-05-14 05:30:25",0.12654
497220,"Petar Z","2017-05-14 20:28:36",0.12853
612073,LTK,"2017-05-15 01:03:06",0.11344
612073,LTK,"2017-05-15 04:03:37",0.11288
612073,LTK,"2017-05-15 04:17:27",0.11287
612073,LTK,"2017-05-16 00:01:12",0.11284
612073,LTK,"2017-05-16 22:34:29",0.11275
642125,"Mohamed Henni","2017-05-20 18:18:28",0.55362
642125,"Mohamed Henni","2017-05-20 18:26:44",0.54848
366180,Roman,"2017-05-22 18:58:45",0.11443
695833,Tested,"2017-05-27 09:49:57",0.42949
554825,Jackie789,"2017-05-29 15:54:00",0.14352
554825,Jackie789,"2017-05-29 16:12:04",0.14227
554825,Jackie789,"2017-05-30 05:39:56",0.14227
690577,"Sudhir kumar","2017-05-30 08:06:52",0.19005
690577,"Sudhir kumar","2017-05-30 16:32:13",0.18918
690577,"Sudhir kumar","2017-05-30 16:58:22",0.14737
709849,Umberto,"2017-06-01 15:29:57",10.70552
554825,Jackie789,"2017-06-01 20:48:23",0.13584
711329,"masaki hiroaki","2017-06-02 06:41:29",0.19349
711329,"masaki hiroaki","2017-06-02 07:08:09",0.13911
711329,"masaki hiroaki","2017-06-02 07:49:17",0.13324
709849,Umberto,"2017-06-05 15:14:02",0.12086
554825,Jackie789,"2017-06-05 23:14:36",0.12891
690577,"Sudhir kumar","2017-06-06 05:53:42",0.13097
718825,TKMaker,"2017-06-06 06:57:37",0.16256
718825,TKMaker,"2017-06-06 07:01:12",0.13661
718825,TKMaker,"2017-06-06 07:03:14",0.13248
718825,TKMaker,"2017-06-06 07:12:50",0.12930
575556,"Alain Chau","2017-06-06 13:51:47",0.12356
554825,Jackie789,"2017-06-06 22:51:28",0.12618
554825,Jackie789,"2017-06-06 23:18:05",0.12491
497220,"Petar Z","2017-06-07 18:14:22",0.12852
497220,"Petar Z","2017-06-10 08:33:23",0.12508
690577,"Sudhir kumar","2017-06-11 11:59:29",0.12680
497220,"Petar Z","2017-06-11 21:55:02",0.12489
624503,karthikeyan,"2017-06-12 09:14:47",0.17874
577606,Yushuai,"2017-06-12 19:27:49",0.16894
577606,Yushuai,"2017-06-13 02:46:51",0.16828
435524,"Prajit Datta","2017-06-13 07:22:27",0.11401
624503,karthikeyan,"2017-06-13 11:15:45",0.15168
624503,karthikeyan,"2017-06-13 12:03:54",0.12327
577606,Yushuai,"2017-06-13 15:18:56",0.16655
577606,Yushuai,"2017-06-13 16:28:22",0.16542
577606,Yushuai,"2017-06-13 16:33:00",0.16515
497220,"Petar Z","2017-06-13 18:38:06",0.12414
497220,"Petar Z","2017-06-13 18:49:11",0.12414
696973,ywx_,"2017-06-13 21:13:30",0.16151
624503,karthikeyan,"2017-06-15 11:42:53",0.12129
696973,ywx_,"2017-06-18 10:21:36",0.16079
696973,ywx_,"2017-06-19 16:52:06",0.15167
619227,GoKagglers,"2017-06-21 11:14:20",0.12086
749783,ML2017Summer,"2017-06-23 00:00:25",0.14072
642125,"Mohamed Henni","2017-06-25 00:48:02",0.21475
642125,"Mohamed Henni","2017-06-25 15:55:48",0.13595
749783,ML2017Summer,"2017-06-25 20:28:36",0.13870
749783,ML2017Summer,"2017-06-25 20:29:57",0.13496
749783,ML2017Summer,"2017-06-25 20:31:05",0.13302
642125,"Mohamed Henni","2017-06-26 19:07:48",0.13499
642125,"Mohamed Henni","2017-06-26 23:23:26",0.13488
749783,ML2017Summer,"2017-06-27 12:31:50",0.13139
587125,JoustingJoyce,"2017-06-29 05:07:58",0.46048
587125,JoustingJoyce,"2017-06-29 05:08:33",0.24923
587125,JoustingJoyce,"2017-06-29 05:10:21",0.23664
587125,JoustingJoyce,"2017-06-29 05:20:19",0.12086
749783,ML2017Summer,"2017-06-29 22:27:35",0.12949
749783,ML2017Summer,"2017-06-30 04:36:34",0.12259
749783,ML2017Summer,"2017-06-30 05:46:47",0.12069
764033,Bishesh,"2017-06-30 20:57:37",0.32436
768709,"Ron Johnson","2017-07-07 06:40:40",0.12553
779005,kenta-s,"2017-07-12 00:20:51",0.23030
546808,takenotabi,"2017-07-12 08:36:07",0.40890
755457,YiHsienChen,"2017-07-16 15:21:59",0.20278
755457,YiHsienChen,"2017-07-16 15:51:23",0.19931
755457,YiHsienChen,"2017-07-16 16:25:22",0.15183
755457,YiHsienChen,"2017-07-17 15:32:58",0.14714
696973,ywx_,"2017-07-17 16:22:02",0.14847
755457,YiHsienChen,"2017-07-17 16:59:28",0.14695
808192,mmallicoat,"2017-07-23 17:40:12",0.40890
797391,GaneshNaik,"2017-07-24 18:49:48",0.33415
826284,Yeonsu,"2017-07-31 08:38:11",0.11563
826284,Yeonsu,"2017-07-31 08:38:50",0.11554
826284,Yeonsu,"2017-07-31 08:54:50",0.11538
826284,Yeonsu,"2017-07-31 08:56:22",0.11530
826284,Yeonsu,"2017-07-31 08:57:55",0.11522
826284,Yeonsu,"2017-07-31 09:00:30",0.11516
826284,Yeonsu,"2017-08-02 14:58:47",0.11511
826284,Yeonsu,"2017-08-04 02:03:05",0.11419
826284,Yeonsu,"2017-08-05 05:20:50",0.11323
826284,Yeonsu,"2017-08-05 11:03:55",0.11323
796545,massquantity,"2017-08-10 10:36:40",0.12096
808192,mmallicoat,"2017-08-10 21:27:57",0.30628
831689,"Chandra Shekhar","2017-08-13 23:14:40",0.16201
830544,"nicholas teague","2017-08-15 00:04:30",0.26440
830544,"nicholas teague","2017-08-15 00:46:56",0.24734
831689,"Chandra Shekhar","2017-08-15 11:57:45",0.16009
796545,massquantity,"2017-08-18 23:35:14",0.12043
796545,massquantity,"2017-08-19 00:40:04",0.11963
796545,massquantity,"2017-08-20 02:13:17",0.11962
831689,"Chandra Shekhar","2017-08-20 09:38:56",0.12082
799458,"Janson Hendryli","2017-08-21 09:03:35",10.29999
865087,"Swapnesh Khare","2017-08-22 06:07:28",0.16395
865087,"Swapnesh Khare","2017-08-22 06:32:47",0.15777
865087,"Swapnesh Khare","2017-08-22 06:53:18",0.15747
865087,"Swapnesh Khare","2017-08-22 06:56:22",0.15698
868226,NguyenNgoc,"2017-08-22 07:16:39",0.15935
868226,NguyenNgoc,"2017-08-22 07:23:38",0.12026
865087,"Swapnesh Khare","2017-08-22 11:42:59",0.12459
799458,"Janson Hendryli","2017-08-23 02:01:40",0.33200
865087,"Swapnesh Khare","2017-08-23 03:21:55",0.12205
865087,"Swapnesh Khare","2017-08-23 03:37:12",0.12164
865087,"Swapnesh Khare","2017-08-23 06:09:15",0.12150
865087,"Swapnesh Khare","2017-08-23 06:16:09",0.12108
865087,"Swapnesh Khare","2017-08-23 06:34:40",0.12099
865087,"Swapnesh Khare","2017-08-23 06:40:14",0.11753
865087,"Swapnesh Khare","2017-08-23 06:49:34",0.11739
871943,"Scott B.","2017-08-24 01:04:43",0.42949
871943,"Scott B.","2017-08-24 01:15:33",0.33415
871943,"Scott B.","2017-08-24 01:31:11",0.22577
871943,"Scott B.","2017-08-24 01:35:22",0.20961
761483,"Marcin Kowalski","2017-08-24 21:41:07",1.15191
761483,"Marcin Kowalski","2017-08-24 21:52:53",0.89482
761483,"Marcin Kowalski","2017-08-25 18:45:23",0.20881
761483,"Marcin Kowalski","2017-08-25 18:56:56",0.19909
761483,"Marcin Kowalski","2017-08-25 19:23:30",0.19190
761483,"Marcin Kowalski","2017-08-25 20:08:41",0.18694
761483,"Marcin Kowalski","2017-08-26 22:03:00",0.18522
761483,"Marcin Kowalski","2017-08-26 22:58:34",0.18309
761483,"Marcin Kowalski","2017-08-26 23:11:48",0.18234
796545,massquantity,"2017-08-27 08:08:10",0.11894
796545,massquantity,"2017-08-27 08:08:52",0.11776
796545,massquantity,"2017-08-27 13:09:12",0.11712
761483,"Marcin Kowalski","2017-08-27 18:18:41",0.13901
761483,"Marcin Kowalski","2017-08-27 22:36:56",0.13836
761483,"Marcin Kowalski","2017-08-27 22:46:12",0.13767
761483,"Marcin Kowalski","2017-08-28 18:51:39",0.13648
761483,"Marcin Kowalski","2017-08-29 19:52:35",0.13178
830544,"nicholas teague","2017-08-29 22:47:20",0.16894
830544,"nicholas teague","2017-08-30 01:57:55",0.16699
546808,takenotabi,"2017-08-30 05:37:11",0.20680
761483,"Marcin Kowalski","2017-08-30 20:45:13",0.12851
830544,"nicholas teague","2017-08-31 02:05:28",0.16624
883410,maxpayne10,"2017-08-31 12:59:05",0.16961
883410,maxpayne10,"2017-08-31 13:19:59",0.16716
761483,"Marcin Kowalski","2017-08-31 19:00:27",0.12690
761483,"Marcin Kowalski","2017-08-31 19:02:18",0.12576
761483,"Marcin Kowalski","2017-08-31 19:08:26",0.12543
761483,"Marcin Kowalski","2017-08-31 19:13:38",0.12379
830544,"nicholas teague","2017-08-31 19:41:23",0.16195
830544,"nicholas teague","2017-08-31 20:47:04",0.15005
761483,"Marcin Kowalski","2017-09-01 05:57:19",0.12133
883410,maxpayne10,"2017-09-01 07:02:42",0.16632
883410,maxpayne10,"2017-09-01 13:10:28",0.16362
887727,bobson,"2017-09-01 19:31:12",0.14810
761483,"Marcin Kowalski","2017-09-02 20:14:39",0.12125
761483,"Marcin Kowalski","2017-09-02 20:19:53",0.12112
880227,nhungle,"2017-09-03 22:59:00",0.47040
880227,nhungle,"2017-09-03 23:00:00",0.26665
880227,nhungle,"2017-09-03 23:01:55",0.24199
880227,nhungle,"2017-09-04 13:45:55",0.20127
880227,nhungle,"2017-09-04 13:54:42",0.15471
830544,"nicholas teague","2017-09-04 17:49:18",0.14978
868226,NguyenNgoc,"2017-09-06 07:07:01",0.11463
796545,massquantity,"2017-09-06 22:01:28",0.11653
897931,"Tony Kuo","2017-09-08 07:01:52",0.13747
902549,sychoi,"2017-09-09 06:01:32",0.12094
897931,"Tony Kuo","2017-09-12 08:54:17",0.12226
912556,"Sebastian L","2017-09-13 21:52:13",0.26988
912556,"Sebastian L","2017-09-13 22:03:53",0.16042
905938,"Reid Cathcart","2017-09-16 11:59:02",0.13704
905938,"Reid Cathcart","2017-09-16 11:59:57",0.13443
905938,"Reid Cathcart","2017-09-16 12:06:38",0.13343
905938,"Reid Cathcart","2017-09-16 22:01:24",0.13177
905938,"Reid Cathcart","2017-09-17 05:28:53",0.12993
905938,"Reid Cathcart","2017-09-18 01:08:14",0.12901
905938,"Reid Cathcart","2017-09-18 03:06:47",0.12781
905938,"Reid Cathcart","2017-09-18 06:44:50",0.12737
796545,massquantity,"2017-09-18 10:35:31",0.11652
796545,massquantity,"2017-09-18 10:36:31",0.11652
796545,massquantity,"2017-09-18 10:44:47",0.11651
922006,"S. Suzuki","2017-09-18 15:44:45",0.20546
905938,"Reid Cathcart","2017-09-19 00:37:07",0.12023
905938,"Reid Cathcart","2017-09-19 01:28:02",0.11840
922006,"S. Suzuki","2017-09-19 14:24:05",0.14049
922006,"S. Suzuki","2017-09-20 14:19:52",0.12915
930338,"Juan Pardo","2017-09-21 12:26:47",0.16975
922006,"S. Suzuki","2017-09-21 14:28:37",0.12825
932732,"Joe Young","2017-09-21 20:31:13",0.12949
896141,LAK,"2017-09-22 14:05:30",0.12681
932732,"Joe Young","2017-09-22 19:29:33",0.12938
922006,"S. Suzuki","2017-09-23 05:12:54",0.12755
922006,"S. Suzuki","2017-09-23 14:09:41",0.12301
930338,"Juan Pardo","2017-09-23 19:21:24",0.14993
930338,"Juan Pardo","2017-09-23 20:28:30",0.14991
930338,"Juan Pardo","2017-09-24 17:24:08",0.14198
796545,massquantity,"2017-09-25 11:31:22",0.11622
896141,LAK,"2017-09-25 17:16:16",0.12580
